X,H0+H5+H6+H12
X446988,H6
X446989,H6
X447980,H0
X447981,H0
X447982,H0
X447983,H0
X447984,H0
X447985,H0
X447986,H0+H6
X447987,H6
X447988,H6
X447989,H6
X448980,H0
X448981,H0
X448982,H0
X448983,H0
X448984,H0
X448985,H0+H6
X448986,H0+H6
X448987,H6
X448988,H6
X448989,H6
X449980,H0
X449981,H0
X449982,H0
X449983,H0
X449984,H0
X449985,H0+H6
X449986,H6
X449987,H6
X449988,H6
X449989,H6
X4499,H6
X4598,H0+H6
X450980,H0
X450981,H0
X450982,H0
X450983,H0
X450984,H0
X450985,H0+H6
X450986,H6
X450987,H6
X450988,H6
X450989,H6
X451980,H0
X451981,H0
X451982,H0
X451983,H0
X451984,H0
X451985,H0+H6
X451986,H6
X451987,H6
X451988,H6
X451989,H6
X452980,H0
X452981,H0
X452982,H0
X452983,H0
X452984,H0
X452985,H0+H6
X452986,H6
X452987,H6
X452988,H6
X452989,H6
X453980,H0
X453981,H0
X453982,H0
X453983,H0
X453984,H0
X453985,H0+H6
X453986,H6
X453987,H6
X453988,H6
X453989,H6
X454980,H0
X454981,H0
X454982,H0
X454983,H0
X454984,H0
X454985,H0+H6
X454986,H6
X454987,H6
X454988,H6
X454989,H6
X455980,H0
X455981,H0
X455982,H0
X455983,H0
X455984,H0+H6
X455985,H0+H6
X455986,H6
X455987,H6
X455988,H6
X455989,H6
X456980,H0
X456981,H0
X456982,H0
X456983,H0
X456984,H0+H6
X456985,H6
X456986,H6
X456987,H6
X456988,H6
X456989,H6
X457980,H0
X457981,H0
X457982,H0
X457983,H0
X457984,H0+H6
X457985,H6
X457986,H6
X457987,H6
X457988,H6
X457989,H6
X458980,H0
X458981,H0
X458982,H0
X458983,H0
X458984,H0+H6
X458985,H6
X458986,H6
X458987,H6
X458988,H6
X458989,H6
X459980,H0
X459981,H0
X459982,H0
X459983,H0
X459984,H0+H6
X459985,H6
X459986,H6
X459987,H6
X459988,H6
X459989,H6
X4599,H6
X49Q,H0
X49R,H0
X49S,H0
X49T,H0
X49U,H0+H6
X4698,H0+H6
X460980,H0
X460981,H0
X460982,H0
X460983,H0
X460984,H0+H6
X460985,H0+H6
X460986,H6
X460987,H6
X460988,H6
X460989,H6
X461980,H0
X461981,H0
X461982,H0
X461983,H0
X461984,H0+H6
X461985,H0+H6
X461986,H6
X461987,H6
X461988,H6
X461989,H6
X462980,H0
X462981,H0
X462982,H0
X462983,H0+H6
X462984,H0+H6
X462985,H6
X462986,H6
X462987,H6
X462988,H6
X462989,H6
X463980,H0
X463981,H0
X463982,H0
X463983,H0+H6
X463984,H6
X463985,H6
X463986,H6
X463987,H6
X463988,H6
X463989,H6
X464980,H0
X464981,H0
X464982,H0
X464983,H0+H6
X464984,H0+H6
X464985,H0+H6
X464986,H0+H6
X464987,H0+H6
X464988,H6
X464989,H6
X465980,H0
X465981,H0
X465982,H0
X465983,H0
X465984,H0
X465985,H0+H6
X465986,H0
X465987,H0+H6
X465988,H6
X465989,H6
X466980,H0
X466981,H0
X466982,H0
X466983,H0
X466984,H0
X466985,H0+H6
X466986,H0+H6
X466987,H0+H6
X466988,H6
X466989,H6
X467980,H0
X467981,H0
X467982,H0
X467983,H0
X467984,H0+H6
X467985,H0+H6
X467986,H6
X467987,H6
X467988,H6
X467989,H6
X468980,H0
X468981,H0
X468982,H0
X468983,H0
X468984,H0+H6
X468985,H0+H6
X468986,H6
X468987,H6
X468988,H6
X468989,H6
X469980,H0
X469981,H0
X469982,H0
X469983,H0
X469984,H0+H6
X469985,H0+H6
X469986,H6
X469987,H6
X469988,H6
X469989,H6
X4699,H6
X4798,H0+H6
X470980,H0
X470981,H0
X470982,H0
X470983,H0
X470984,H0+H6
X470985,H0+H6
X470986,H6
X470987,H6
X470988,H6
X470989,H6
X471980,H0
X471981,H0
X471982,H0
X471983,H0+H6
X471984,H0+H6
X471985,H6
X471986,H6
X471987,H6
X471988,H6
X471989,H6
X472980,H0
X472981,H0
X472982,H0
X472983,H0+H6
X472984,H0+H6
X472985,H6
X472986,H6
X472987,H6
X472988,H6
X472989,H6
X473980,H0+H6
X473981,H0+H6
X473982,H0+H6
X473983,H0+H6
X473984,H0+H6
X473985,H6
X473986,H6
X473987,H6
X473988,H6
X473989,H6
X474980,H0+H6
X474981,H0+H6
X474982,H0+H6
X474983,H0+H6
X474984,H6
X474985,H6
X474986,H6
X474987,H6
X474988,H6
X474989,H6
X475980,H0+H6
X475981,H0+H6
X475982,H6
X475983,H6
X475984,H6
X475985,H6
X475986,H6
X475987,H6
X475988,H6
X475989,H6
X476980,H0
X476981,H0+H6
X476982,H0+H6
X476983,H0+H6
X476984,H6
X476985,H6
X476986,H6
X476987,H6
X476988,H6
X476989,H6
X477980,H0
X477981,H0
X477982,H0+H6
X477983,H0+H6
X477984,H0+H6
X477985,H0+H6
X477986,H0+H6
X477987,H0+H6
X477988,H6
X477989,H6
X478980,H0
X478981,H0
X478982,H0
X478983,H0
X478984,H0+H6
X478985,H0+H6
X478986,H0
X478987,H0+H6
X478988,H6
X478989,H6
X479980,H0
X479981,H0
X479982,H0
X479983,H0
X479984,H0
X479985,H0
X479986,H0
X479987,H0+H6
X479988,H0+H6
X479989,H6
X4799,H6
X49V,H0
X49W,H0
X49X,H0
X49Y,H0
X49Z,H0+H6
X4898,H0+H6
X480980,H0
X480981,H0
X480982,H0
X480983,H0
X480984,H0
X480985,H0
X480986,H0
X480987,H0
X480988,H0+H6
X480989,H6
X481980,H0
X481981,H0
X481982,H0
X481983,H0
X481984,H0
X481985,H0
X481986,H0
X481987,H0
X481988,H0+H6
X481989,H6
X482980,H0
X482981,H0
X482982,H0
X482983,H0
X482984,H0
X482985,H0
X482986,H0
X482987,H0
X482988,H0+H6
X482989,H0+H6
X483980,H0
X483981,H0
X483982,H0
X483983,H0
X483984,H0
X483985,H0
X483986,H0
X483987,H0
X483988,H0+H6
X483989,H6
X484980,H0
X484981,H0
X484982,H0
X484983,H0
X484984,H0
X484985,H0
X484986,H0
X484987,H0
X484988,H0+H6
X484989,H0+H6
X485980,H0
X485981,H0
X485982,H0
X485983,H0
X485984,H0
X485985,H0
X485986,H0
X485987,H0
X485988,H0
X485989,H0+H6
X486980,H0
X486981,H0
X486982,H0
X486983,H0
X486984,H0
X486985,H0
X486986,H0
X486987,H0
X486988,H0
X486989,H0+H6
X487980,H0
X487981,H0
X487982,H0
X487983,H0
X487984,H0
X487985,H0
X487986,H0
X487987,H0
X487988,H0
X487989,H0+H6
X488980,H0
X488981,H0
X488982,H0
X488983,H0
X488984,H0
X488985,H0
X488986,H0
X488987,H0
X488988,H0
X488989,H0+H6
X489980,H0
X489981,H0
X489982,H0
X489983,H0
X489984,H0
X489985,H0
X489986,H0
X489987,H0
X489988,H0
X489989,H0+H6
X4899,H6
X4998,H0+H6
X490980,H0
X490981,H0
X490982,H0
X490983,H0
X490984,H0
X490985,H0
X490986,H0
X490987,H0
X490988,H0+H6
X490989,H0+H6
X491980,H0
X491981,H0
X491982,H0
X491983,H0
X491984,H0
X491985,H0
X491986,H0
X491987,H0+H6
X491988,H0+H6
X491989,H6
X492980,H0
X492981,H0
X492982,H0
X492983,H0
X492984,H0
X492985,H0
X492986,H0
X492987,H0+H6
X492988,H6
X492989,H6
X493980,H0
X493981,H0
X493982,H0
X493983,H0
X493984,H0
X493985,H0
X493986,H0
X493987,H0+H6
X493988,H6
X493989,H6
X494980,H0
X494981,H0
X494982,H0
X494983,H0
X494984,H0
X494985,H0
X494986,H0
X494987,H0+H6
X494988,H6
X494989,H6
X495980,H0
X495981,H0
X495982,H0
X495983,H0
X495984,H0
X495985,H0
X495986,H0
X495987,H0+H6
X495988,H6
X495989,H6
X496980,H0
X496981,H0
X496982,H0
X496983,H0
X496984,H0
X496985,H0
X496986,H0
X496987,H0+H6
X496988,H0+H6
X496989,H6
X497980,H0
X497981,H0
X497982,H0
X497983,H0
X497984,H0
X497985,H0
X497986,H0
X497987,H0
X497988,H0+H6
X497989,H6
X498980,H0
X498981,H0
X498982,H0
X498983,H0
X498984,H0
X498985,H0
X498986,H0
X498987,H0
X498988,H0+H6
X498989,H6
X499980,H0
X499981,H0
X499982,H0
X499983,H0
X499984,H0
X499985,H0+H6
X499986,H0+H6
X499987,H0+H6
X499988,H0+H6
X499989,H6
X4999,H6
X50,H0
X51,H0
X52,H0
X53,H0
X54,H0
X55,H0
X56,H0
X57,H0
X58,H0
X59,H0+H6
X59SW,H0
X59NW,H0+H6
X59SE,H0
X59NE,H0+H6
X59A,H0
X59B,H0
X59C,H0
X59D,H0
X59E,H0+H6
X5098,H0+H6
X500980,H0
X500981,H0
X500982,H0
X500983,H0
X500984,H0
X500985,H0+H6
X500986,H0+H6
X500987,H6
X500988,H6
X500989,H6
X501980,H0
X501981,H0
X501982,H0
X501983,H0
X501984,H0
X501985,H0
X501986,H0+H6
X501987,H6
X501988,H6
X501989,H6
X502980,H0
X502981,H0
X502982,H0
X502983,H0
X502984,H0
X502985,H0
X502986,H0+H6
X502987,H6
X502988,H6
X502989,H6
X503980,H0
X503981,H0
X503982,H0
X503983,H0
X503984,H0
X503985,H0+H6
X503986,H0+H6
X503987,H6
X503988,H6
X503989,H6
X504980,H0
X504981,H0
X504982,H0
X504983,H0
X504984,H0
X504985,H0+H6
X504986,H6
X504987,H6
X504988,H6
X504989,H6
X505980,H0
X505981,H0
X505982,H0
X505983,H0
X505984,H0
X505985,H0+H6
X505986,H6
X505987,H6
X505988,H6
X505989,H6
X506980,H0
X506981,H0
X506982,H0
X506983,H0
X506984,H0
X506985,H0+H6
X506986,H6
X506987,H6
X506988,H6
X506989,H6
X507980,H0
X507981,H0
X507982,H0
X507983,H0
X507984,H0
X507985,H0+H6
X507986,H6
X507987,H6
X507988,H6
X507989,H6
X508980,H0
X508981,H0
X508982,H0
X508983,H0
X508984,H0+H6
X508985,H0+H6
X508986,H6
X508987,H6
X508988,H6
X508989,H6
X509980,H0
X509981,H0
X509982,H0
X509983,H0
X509984,H0+H6
X509985,H6
X509986,H6
X509987,H6
X509988,H6
X509989,H6
X5099,H6
X5198,H0+H6
X510980,H0
X510981,H0
X510982,H0
X510983,H0
X510984,H0+H6
X510985,H6
X510986,H6
X510987,H6
X510988,H6
X510989,H6
X511980,H0
X511981,H0
X511982,H0
X511983,H0
X511984,H0+H6
X511985,H6
X511986,H6
X511987,H6
X511988,H6
X511989,H6
X512980,H0
X512981,H0
X512982,H0
X512983,H0
X512984,H0+H6
X512985,H6
X512986,H6
X512987,H6
X512988,H6
X512989,H6
X513980,H0
X513981,H0
X513982,H0
X513983,H0+H6
X513984,H0+H6
X513985,H6
X513986,H6
X513987,H6
X513988,H6
X513989,H6
X514980,H0
X514981,H0
X514982,H0
X514983,H0+H6
X514984,H6
X514985,H6
X514986,H6
X514987,H6
X514988,H6
X514989,H6
X515980,H0
X515981,H0
X515982,H0
X515983,H0+H6
X515984,H6
X515985,H6
X515986,H6
X515987,H6
X515988,H6
X515989,H6
X516980,H0
X516981,H0
X516982,H0+H6
X516983,H0+H6
X516984,H6
X516985,H6
X516986,H6
X516987,H6
X516988,H6
X516989,H6
X517980,H0+H6
X517981,H0+H6
X517982,H0+H6
X517983,H6
X517984,H6
X517985,H6
X517986,H6
X517987,H6
X517988,H6
X517989,H6
X518980,H0+H6
X518981,H0+H6
X518982,H6
X518983,H6
X518984,H6
X518985,H6
X518986,H6
X518987,H6
X518988,H6
X518989,H6
X519980,H0
X519981,H0+H6
X519982,H0+H6
X519983,H6
X519984,H6
X519985,H6
X519986,H6
X519987,H6
X519988,H6
X519989,H6
X5199,H6
X59F,H0
X59G,H0
X59H,H0
X59I,H0+H6
X5296,H0
X5297,H0+H6
X520970,H0
X520971,H0
X520972,H0
X520973,H0
X520974,H0
X520975,H0
X520976,H0
X520977,H0
X520978,H0
X520979,H0
X521970,H0
X521971,H0
X521972,H0
X521973,H0
X521974,H0
X521975,H0
X521976,H0
X521977,H0
X521978,H0
X521979,H0
X522970,H0
X522971,H0
X522972,H0
X522973,H0
X522974,H0
X522975,H0
X522976,H0
X522977,H0
X522978,H0
X522979,H0
X523970,H0
X523971,H0
X523972,H0
X523973,H0
X523974,H0
X523975,H0
X523976,H0
X523977,H0
X523978,H0
X523979,H0
X524970,H0
X524971,H0
X524972,H0
X524973,H0
X524974,H0
X524975,H0
X524976,H0
X524977,H0
X524978,H0
X524979,H0
X525970,H0
X525971,H0
X525972,H0
X525973,H0
X525974,H0
X525975,H0
X525976,H0
X525977,H0
X525978,H0
X525979,H0
X526970,H0
X526971,H0
X526972,H0
X526973,H0
X526974,H0
X526975,H0
X526976,H0
X526977,H0
X526978,H0
X526979,H0
X527970,H0
X527971,H0
X527972,H0
X527973,H0
X527974,H0
X527975,H0
X527976,H0
X527977,H0
X527978,H0
X527979,H0
X528970,H0
X528971,H0
X528972,H0
X528973,H0
X528974,H0
X528975,H0
X528976,H0
X528977,H0
X528978,H0+H6
X528979,H0+H6
X529970,H0
X529971,H0
X529972,H0
X529973,H0
X529974,H0
X529975,H0
X529976,H0
X529977,H0
X529978,H0
X529979,H0
X5396,H0
X5397,H0+H6
X530970,H0
X530971,H0
X530972,H0
X530973,H0
X530974,H0
X530975,H0
X530976,H0
X530977,H0
X530978,H0
X530979,H0
X531970,H0
X531971,H0
X531972,H0
X531973,H0
X531974,H0
X531975,H0
X531976,H0
X531977,H0
X531978,H0
X531979,H0
X532970,H0
X532971,H0
X532972,H0
X532973,H0
X532974,H0
X532975,H0
X532976,H0
X532977,H0
X532978,H0
X532979,H0
X533970,H0
X533971,H0
X533972,H0
X533973,H0
X533974,H0
X533975,H0
X533976,H0
X533977,H0
X533978,H0
X533979,H0
X534970,H0
X534971,H0
X534972,H0
X534973,H0
X534974,H0
X534975,H0
X534976,H0
X534977,H0
X534978,H0
X534979,H0+H6
X535970,H0
X535971,H0
X535972,H0
X535973,H0
X535974,H0
X535975,H0
X535976,H0
X535977,H0
X535978,H0
X535979,H0+H6
X536970,H0
X536971,H0
X536972,H0
X536973,H0
X536974,H0
X536975,H0
X536976,H0
X536977,H0
X536978,H0+H6
X536979,H0+H6
X537970,H0
X537971,H0
X537972,H0
X537973,H0
X537974,H0
X537975,H0
X537976,H0
X537977,H0
X537978,H0+H6
X537979,H0+H6
X538970,H0
X538971,H0
X538972,H0
X538973,H0
X538974,H0
X538975,H0
X538976,H0
X538977,H0
X538978,H0
X538979,H0
X539970,H0
X539971,H0
X539972,H0
X539973,H0
X539974,H0
X539975,H0
X539976,H0
X539977,H0
X539978,H0
X539979,H0
X59J,H0+H6
X5298,H0+H6
X520980,H0
X520981,H0
X520982,H0+H6
X520983,H6
X520984,H6
X520985,H6
X520986,H6
X520987,H6
X520988,H6
X520989,H6
X521980,H0
X521981,H0
X521982,H0+H6
X521983,H6
X521984,H6
X521985,H6
X521986,H6
X521987,H6
X521988,H6
X521989,H6
X522980,H0
X522981,H0
X522982,H0+H6
X522983,H6
X522984,H6
X522985,H6
X522986,H6
X522987,H6
X522988,H6
X522989,H6
X523980,H0
X523981,H0
X523982,H0+H6
X523983,H6
X523984,H6
X523985,H6
X523986,H6
X523987,H6
X523988,H6
X523989,H6
X524980,H0
X524981,H0+H6
X524982,H0+H6
X524983,H6
X524984,H6
X524985,H6
X524986,H6
X524987,H6
X524988,H6
X524989,H6
X525980,H0
X525981,H0+H6
X525982,H0+H6
X525983,H6
X525984,H6
X525985,H6
X525986,H6
X525987,H6
X525988,H6
X525989,H6
X526980,H0
X526981,H0+H6
X526982,H0+H6
X526983,H6
X526984,H6
X526985,H6
X526986,H6
X526987,H6
X526988,H6
X526989,H6
X527980,H0
X527981,H0+H6
X527982,H6
X527983,H6
X527984,H6
X527985,H6
X527986,H6
X527987,H6
X527988,H6
X527989,H6
X528980,H0+H6
X528981,H0+H6
X528982,H6
X528983,H6
X528984,H6
X528985,H6
X528986,H6
X528987,H6
X528988,H6
X528989,H6
X529980,H0+H6
X529981,H6
X529982,H6
X529983,H6
X529984,H6
X529985,H6
X529986,H6
X529987,H6
X529988,H6
X529989,H6
X5299,H6
X5398,H0+H6
X530980,H0+H6
X530981,H6
X530982,H6
X530983,H6
X530984,H6
X530985,H6
X530986,H6
X530987,H6
X530988,H6
X530989,H6
X531980,H0+H6
X531981,H6
X531982,H6
X531983,H6
X531984,H6
X531985,H6
X531986,H6
X531987,H6
X531988,H6
X531989,H6
X532980,H0+H6
X532981,H6
X532982,H6
X532983,H6
X532984,H6
X532985,H6
X532986,H6
X532987,H6
X532988,H6
X532989,H6
X533980,H0+H6
X533981,H6
X533982,H6
X533983,H6
X533984,H6
X533985,H6
X533986,H6
X533987,H6
X533988,H6
X533989,H6
X534980,H0+H6
X534981,H6
X534982,H6
X534983,H6
X534984,H6
X534985,H6
X534986,H6
X534987,H6
X534988,H6
X534989,H6
X535980,H6
X535981,H6
X535982,H6
X535983,H6
X535984,H6
X535985,H6
X535986,H6
X535987,H6
X535988,H6
X535989,H6
X536980,H0+H6
X536981,H6
X536982,H6
X536983,H6
X536984,H6
X536985,H6
X536986,H6
X536987,H6
X536988,H6
X536989,H6
X537980,H0+H6
X537981,H0+H6
X537982,H6
X537983,H6
X537984,H6
X537985,H6
X537986,H6
X537987,H6
X537988,H6
X537989,H6
X538980,H0
X538981,H0+H6
X538982,H0+H6
X538983,H6
X538984,H6
X538985,H6
X538986,H6
X538987,H6
X538988,H6
X538989,H6
X539980,H0
X539981,H0
X539982,H0+H6
X539983,H6
X539984,H6
X539985,H6
X539986,H6
X539987,H6
X539988,H6
X539989,H6
X5399,H6
X59K,H0
X59L,H0
X59M,H0
X59N,H0
X59P,H0+H6
X5498,H0+H6
X540980,H0
X540981,H0
X540982,H0+H6
X540983,H0+H6
X540984,H6
X540985,H6
X540986,H6
X540987,H6
X540988,H6
X540989,H6
X541980,H0
X541981,H0
X541982,H0+H6
X541983,H0+H6
X541984,H6
X541985,H6
X541986,H6
X541987,H6
X541988,H6
X541989,H6
X542980,H0
X542981,H0
X542982,H0+H6
X542983,H0+H6
X542984,H6
X542985,H6
X542986,H6
X542987,H6
X542988,H6
X542989,H6
X543980,H0
X543981,H0
X543982,H0
X543983,H0+H6
X543984,H0+H6
X543985,H6
X543986,H6
X543987,H6
X543988,H6
X543989,H6
X544980,H0
X544981,H0
X544982,H0
X544983,H0
X544984,H0+H6
X544985,H6
X544986,H6
X544987,H6
X544988,H6
X544989,H6
X545980,H0
X545981,H0
X545982,H0
X545983,H0
X545984,H0+H6
X545985,H6
X545986,H6
X545987,H6
X545988,H6
X545989,H6
X546980,H0
X546981,H0
X546982,H0
X546983,H0+H6
X546984,H0+H6
X546985,H6
X546986,H6
X546987,H6
X546988,H6
X546989,H6
X547980,H0
X547981,H0
X547982,H0+H6
X547983,H0+H6
X547984,H6
X547985,H6
X547986,H6
X547987,H6
X547988,H6
X547989,H6
X548980,H0
X548981,H0
X548982,H0+H6
X548983,H6
X548984,H6
X548985,H6
X548986,H6
X548987,H6
X548988,H6
X548989,H6
X549980,H0
X549981,H0
X549982,H0+H6
X549983,H6
X549984,H6
X549985,H6
X549986,H6
X549987,H6
X549988,H6
X549989,H6
X5499,H6
X5598,H0+H6
X550980,H0
X550981,H0
X550982,H0+H6
X550983,H0+H6
X550984,H6
X550985,H6
X550986,H6
X550987,H6
X550988,H6
X550989,H6
X551980,H0
X551981,H0
X551982,H0+H6
X551983,H0+H6
X551984,H6
X551985,H6
X551986,H6
X551987,H6
X551988,H6
X551989,H6
X552980,H0
X552981,H0
X552982,H0+H6
X552983,H0+H6
X552984,H6
X552985,H6
X552986,H6
X552987,H6
X552988,H6
X552989,H6
X553980,H0
X553981,H0
X553982,H0
X553983,H0+H6
X553984,H6
X553985,H6
X553986,H6
X553987,H6
X553988,H6
X553989,H6
X554980,H0
X554981,H0
X554982,H0
X554983,H0+H6
X554984,H6
X554985,H6
X554986,H6
X554987,H6
X554988,H6
X554989,H6
X555980,H0
X555981,H0
X555982,H0
X555983,H0+H6
X555984,H6
X555985,H6
X555986,H6
X555987,H6
X555988,H6
X555989,H6
X556980,H0
X556981,H0+H6
X556982,H0+H6
X556983,H0+H6
X556984,H6
X556985,H6
X556986,H6
X556987,H6
X556988,H6
X556989,H6
X557980,H0
X557981,H0+H6
X557982,H0+H6
X557983,H6
X557984,H6
X557985,H6
X557986,H6
X557987,H6
X557988,H6
X557989,H6
X558980,H0
X558981,H0
X558982,H0+H6
X558983,H6
X558984,H6
X558985,H6
X558986,H6
X558987,H6
X558988,H6
X558989,H6
X559980,H0
X559981,H0+H6
X559982,H0+H6
X559983,H6
X559984,H6
X559985,H6
X559986,H6
X559987,H6
X559988,H6
X559989,H6
X5599,H6
X59Q,H0
X59R,H0
X59S,H0
X59T,H0
X59U,H0+H6
X5698,H0+H6
X560980,H0
X560981,H0
X560982,H0+H6
X560983,H0+H6
X560984,H6
X560985,H6
X560986,H6
X560987,H6
X560988,H6
X560989,H6
X561980,H0
X561981,H0
X561982,H0+H6
X561983,H0+H6
X561984,H6
X561985,H6
X561986,H6
X561987,H6
X561988,H6
X561989,H6
X562980,H0
X562981,H0
X562982,H0+H6
X562983,H0+H6
X562984,H0+H6
X562985,H6
X562986,H6
X562987,H6
X562988,H6
X562989,H6
X563980,H0
X563981,H0
X563982,H0
X563983,H0
X563984,H0+H6
X563985,H0+H6
X563986,H0+H6
X563987,H6
X563988,H6
X563989,H6
X564980,H0
X564981,H0
X564982,H0
X564983,H0
X564984,H0
X564985,H0+H6
X564986,H0+H6
X564987,H6
X564988,H6
X564989,H6
X565980,H0
X565981,H0
X565982,H0
X565983,H0
X565984,H0
X565985,H0+H6
X565986,H0+H6
X565987,H6
X565988,H6
X565989,H6
X566980,H0
X566981,H0
X566982,H0
X566983,H0
X566984,H0
X566985,H0+H6
X566986,H6
X566987,H6
X566988,H6
X566989,H6
X567980,H0
X567981,H0
X567982,H0
X567983,H0
X567984,H0
X567985,H0+H6
X567986,H0+H6
X567987,H6
X567988,H6
X567989,H6
X568980,H0
X568981,H0
X568982,H0
X568983,H0
X568984,H0
X568985,H0+H6
X568986,H0+H6
X568987,H0+H6
X568988,H0+H6
X568989,H6
X569980,H0
X569981,H0
X569982,H0
X569983,H0
X569984,H0
X569985,H0
X569986,H0
X569987,H0+H6
X569988,H0+H6
X569989,H0+H6
X5699,H0+H6
X560990,H6
X560991,H6
X560992,H6
X560993,H6
X560994,H6
X560995,H6
X560996,H6
X560997,H6
X560998,H6
X560999,H6
X561990,H6
X561991,H6
X561992,H6
X561993,H6
X561994,H6
X561995,H6
X561996,H6
X561997,H6
X561998,H6
X561999,H6
X562990,H6
X562991,H6
X562992,H6
X562993,H6
X562994,H6
X562995,H6
X562996,H6
X562997,H6
X562998,H6
X562999,H6
X563990,H6
X563991,H6
X563992,H6
X563993,H6
X563994,H6
X563995,H6
X563996,H6
X563997,H6
X563998,H6
X563999,H6
X564990,H6
X564991,H6
X564992,H6
X564993,H6
X564994,H6
X564995,H6
X564996,H6
X564997,H6
X564998,H6
X564999,H6
X565990,H6
X565991,H6
X565992,H6
X565993,H6
X565994,H6
X565995,H6
X565996,H6
X565997,H6
X565998,H6
X565999,H6
X566990,H6
X566991,H6
X566992,H6
X566993,H6
X566994,H6
X566995,H6
X566996,H6
X566997,H6
X566998,H6
X566999,H6
X567990,H6
X567991,H6
X567992,H6
X567993,H6
X567994,H6
X567995,H6
X567996,H6
X567997,H6
X567998,H6
X567999,H6
X568990,H6
X568991,H6
X568992,H6
X568993,H6
X568994,H6
X568995,H6
X568996,H6
X568997,H6
X568998,H6
X568999,H6
X569990,H0+H6
X569991,H6
X569992,H6
X569993,H6
X569994,H6
X569995,H6
X569996,H6
X569997,H6
X569998,H6
X569999,H6
X5798,H0+H6
X570980,H0
X570981,H0
X570982,H0
X570983,H0
X570984,H0
X570985,H0
X570986,H0
X570987,H0
X570988,H0
X570989,H0+H6
X571980,H0
X571981,H0
X571982,H0
X571983,H0
X571984,H0
X571985,H0
X571986,H0
X571987,H0
X571988,H0
X571989,H0
X572980,H0
X572981,H0
X572982,H0
X572983,H0
X572984,H0
X572985,H0
X572986,H0
X572987,H0
X572988,H0
X572989,H0
X573980,H0
X573981,H0
X573982,H0
X573983,H0
X573984,H0
X573985,H0
X573986,H0
X573987,H0
X573988,H0
X573989,H0
X574980,H0
X574981,H0
X574982,H0
X574983,H0
X574984,H0
X574985,H0
X574986,H0
X574987,H0
X574988,H0
X574989,H0
X575980,H0
X575981,H0
X575982,H0
X575983,H0
X575984,H0
X575985,H0
X575986,H0
X575987,H0
X575988,H0
X575989,H0
X576980,H0
X576981,H0
X576982,H0
X576983,H0
X576984,H0
X576985,H0
X576986,H0
X576987,H0
X576988,H0
X576989,H0
X577980,H0
X577981,H0
X577982,H0
X577983,H0
X577984,H0
X577985,H0
X577986,H0
X577987,H0
X577988,H0
X577989,H0
X578980,H0
X578981,H0
X578982,H0
X578983,H0
X578984,H0
X578985,H0
X578986,H0
X578987,H0
X578988,H0
X578989,H0
X579980,H0
X579981,H0
X579982,H0
X579983,H0
X579984,H0
X579985,H0
X579986,H0
X579987,H0
X579988,H0
X579989,H0
X5799,H0+H6
X570990,H0+H6
X570991,H0+H6
X570992,H6
X570993,H6
X570994,H6
X570995,H6
X570996,H6
X570997,H6
X570998,H6
X570999,H6
X571990,H0
X571991,H0+H6
X571992,H0+H6
X571993,H0+H6
X571994,H0+H6
X571995,H6
X571996,H6
X571997,H6
X571998,H6
X571999,H6
X572990,H0
X572991,H0
X572992,H0+H6
X572993,H0+H6
X572994,H0+H6
X572995,H0+H6
X572996,H0+H6
X572997,H6
X572998,H6
X572999,H6
X573990,H0
X573991,H0
X573992,H0
X573993,H0
X573994,H0
X573995,H0+H6
X573996,H0+H6
X573997,H0+H6
X573998,H0+H6
X573999,H0+H6
X574990,H0
X574991,H0
X574992,H0
X574993,H0
X574994,H0
X574995,H0
X574996,H0
X574997,H0
X574998,H0
X574999,H0
X575990,H0
X575991,H0
X575992,H0
X575993,H0
X575994,H0
X575995,H0
X575996,H0
X575997,H0
X575998,H0
X575999,H0
X576990,H0
X576991,H0
X576992,H0
X576993,H0
X576994,H0
X576995,H0
X576996,H0
X576997,H0
X576998,H0
X576999,H0
X577990,H0
X577991,H0
X577992,H0
X577993,H0
X577994,H0
X577995,H0
X577996,H0
X577997,H0
X577998,H0
X577999,H0
X578990,H0
X578991,H0
X578992,H0
X578993,H0
X578994,H0
X578995,H0
X578996,H0
X578997,H0
X578998,H0
X578999,H0
X579990,H0
X579991,H0
X579992,H0
X579993,H0
X579994,H0
X579995,H0
X579996,H0
X579997,H0
X579998,H0
X579999,H0
X59V,H0
X59W,H0
X59X,H0
X59Y,H0
X59Z,H0
X60,H0
X61,H0
X62,H0
X63,H0
X64,H0
X65,H0
X66,H0
X67,H0
X68,H0
X69,H0+H6
X69SW,H0
X69NW,H0+H6
X69SE,H0
X69NE,H0+H6
X69A,H0
X69B,H0
X69C,H0
X69D,H0+H6
X6096,H0
X6097,H0
X6196,H0
X6197,H0+H6
X610970,H0
X610971,H0
X610972,H0
X610973,H0
X610974,H0
X610975,H0
X610976,H0+H6
X610977,H0+H6
X610978,H0
X610979,H0
X611970,H0
X611971,H0
X611972,H0
X611973,H0
X611974,H0
X611975,H0
X611976,H0+H6
X611977,H0+H6
X611978,H0+H6
X611979,H0+H6
X612970,H0
X612971,H0
X612972,H0
X612973,H0
X612974,H0
X612975,H0
X612976,H0+H6
X612977,H6
X612978,H0+H6
X612979,H0+H6
X613970,H0
X613971,H0
X613972,H0
X613973,H0
X613974,H0
X613975,H0+H6
X613976,H0+H6
X613977,H6
X613978,H6
X613979,H6
X614970,H0
X614971,H0
X614972,H0
X614973,H0
X614974,H0
X614975,H0
